category,taxonomyRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,researchTrend,methodTags,keyIdea,strengths,limitations,paperLink,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy
"SSVEP, P300, and ERP Spellers",39,2010,An EEG-Based BCI System for 2-D Cursor Control by Combining Mu/Beta Rhythm and P300 Potential,"Yuanqing Li, J. Long, Tianyou Yu, Z. Yu, C. Wang, Haihong Zhang, et al.",IEEE Transactions on Biomedical Engineering,2010-07-08,281,13,189.625,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions An EEG-Based BCI System for 2-D Cursor Control by Combining Mu/Beta Rhythm and P300 Potential within SSVEP, P300, and ERP Spellers.",high citation signal (281); influential citation signal (13); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1109/TBME.2010.2055564,https://www.semanticscholar.org/paper/d7954d8313969922435f2e9d0877bd4f06afbfbb,,10.1109/TBME.2010.2055564,,20615806,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",40,2010,Self-Paced Operation of an SSVEP-Based Orthosis With and Without an Imagery-Based “Brain Switch:” A Feasibility Study Towards a Hybrid BCI,"G. Pfurtscheller, T. Solis-Escalante, R. Ortner, Patricia Linortner, G. Müller-Putz",IEEE transactions on neural systems and rehabilitation engineering,2010-02-08,278,23,199.092,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Self-Paced Operation of an SSVEP-Based Orthosis With and Without an Imagery-Based “Brain Switch:” A Feasibility Study Towards a Hybrid BCI within SSVEP, P300, and ERP Spellers.",high citation signal (278); influential citation signal (23); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1109/TNSRE.2010.2040837,https://www.semanticscholar.org/paper/d107603e20cd80cf55d418473fee35275a5d7f28,,10.1109/TNSRE.2010.2040837,,20144923,Computer Science; Engineering; Medicine; Psychology
"SSVEP, P300, and ERP Spellers",41,2010,Motivation modulates the P300 amplitude during brain-computer interface use.,"S. Kleih, F. Nijboer, Sebastian Halder, Andrea Kübler, Andrea Kübler",Clinical Neurophysiology,2010-07-01,272,11,176.137,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Motivation modulates the P300 amplitude during brain-computer interface use. within SSVEP, P300, and ERP Spellers.",high citation signal (272); influential citation signal (11),abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.clinph.2010.01.034,https://www.semanticscholar.org/paper/e1b338b7652579d4738b908b98455a3a2bf05508,,10.1016/j.clinph.2010.01.034,,20188627,Computer Science; Medicine; Psychology
"SSVEP, P300, and ERP Spellers",42,2010,A Self-Paced and Calibration-Less SSVEP-Based Brain–Computer Interface Speller,H. Cecotti,IEEE transactions on neural systems and rehabilitation engineering,2010-01-12,264,15,187.161,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,"Positions A Self-Paced and Calibration-Less SSVEP-Based Brain–Computer Interface Speller within SSVEP, P300, and ERP Spellers.",high citation signal (264); influential citation signal (15); recognized venue,abstract unavailable in metadata,https://doi.org/10.1109/TNSRE.2009.2039594,https://www.semanticscholar.org/paper/de9112eb357b4416df85b4a0f7559656da06be90,https://pure.ulster.ac.uk/files/11410334/cecotti_tnsre.pdf,10.1109/TNSRE.2009.2039594,,20071274,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",43,2005,Visual spatial attention tracking using high-density SSVEP data for independent brain-computer communication,"S. Kelly, E. Lalor, R. Reilly, John J. Foxe",IEEE transactions on neural systems and rehabilitation engineering,2005-06-13,262,12,183.256,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,"Positions Visual spatial attention tracking using high-density SSVEP data for independent brain-computer communication within SSVEP, P300, and ERP Spellers.",high citation signal (262); influential citation signal (12); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1109/TNSRE.2005.847369,https://www.semanticscholar.org/paper/486e33232a01be7a6e7fdb399bf7ea2da3a3a558,,10.1109/TNSRE.2005.847369,,16003896,Computer Science; Engineering; Medicine; Psychology
"SSVEP, P300, and ERP Spellers",44,2012,Development of an SSVEP-based BCI spelling system adopting a QWERTY-style LED keyboard.,"Han-Jeong Hwang, Jeong-Hwan Lim, Young-Jin Jung, Han Choi, S. W. Lee, C. Im",Journal of Neuroscience Methods,2012-06-30,259,13,187.838,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Development of an SSVEP-based BCI spelling system adopting a QWERTY-style LED keyboard. within SSVEP, P300, and ERP Spellers.",high citation signal (259); influential citation signal (13); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.jneumeth.2012.04.011,https://www.semanticscholar.org/paper/6a6b886e3cad634c892f310288550be57397a7a6,,10.1016/j.jneumeth.2012.04.011,,22580222,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",45,2014,A high-ITR SSVEP-based BCI speller,"Xiaogang Chen, Zhikai Chen, Shangkai Gao, Xiaorong Gao",,2014-12-22,257,25,188.811,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,"Positions A high-ITR SSVEP-based BCI speller within SSVEP, P300, and ERP Spellers.",high citation signal (257); influential citation signal (25),abstract unavailable in metadata; venue missing in metadata; PDF link not available from metadata,https://doi.org/10.1080/2326263X.2014.944469,https://www.semanticscholar.org/paper/2e7b7e806b14a2703c4600643bf9d16f5acf85b9,,10.1080/2326263X.2014.944469,,,Computer Science; Engineering
"SSVEP, P300, and ERP Spellers",46,2008,A self-training semi-supervised SVM algorithm and its application in an EEG-based brain computer interface speller system,"Yuanqing Li, Cuntai Guan, Huiqi Li, Z. Chin",Pattern Recognition Letters,2008-07-01,253,11,171.05,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,"Positions A self-training semi-supervised SVM algorithm and its application in an EEG-based brain computer interface speller system within SSVEP, P300, and ERP Spellers.",high citation signal (253); influential citation signal (11),abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.patrec.2008.01.030,https://www.semanticscholar.org/paper/7f2811cda395d3fc31a1ccf3f0fe5eefe2943e00,,10.1016/j.patrec.2008.01.030,,,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",47,2003,ERPs evoked by different matrix sizes: implications for a brain computer interface (BCI) system,"B. Allison, J. Pineda",IEEE transactions on neural systems and rehabilitation engineering,2003-07-28,250,13,187.063,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions ERPs evoked by different matrix sizes: implications for a brain computer interface (BCI) system within SSVEP, P300, and ERP Spellers.",high citation signal (250); influential citation signal (13); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1109/TNSRE.2003.814448,https://www.semanticscholar.org/paper/91cb4b0a0d6bd4127bb835660e87f629ad817fa7,,10.1109/TNSRE.2003.814448,,12899248,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",48,2020,EEG-Based BCI Emotion Recognition: A Survey,"E. Torres P., E. Torres, Myriam Hernández-Álvarez, S. Yoo",Italian National Conference on Sensors,2020-09-01,249,7,171.902,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",review,"Affecting computing is an artificial intelligence area of study that recognizes, interprets, processes, and simulates human affects.",high citation signal (249); open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/s20185083,https://www.semanticscholar.org/paper/90fe1b27f6e3450a43d190146adaa4f3642594c1,https://www.mdpi.com/1424-8220/20/18/5083/pdf?version=1600313614,10.3390/s20185083,,32906731,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",49,2013,L1-Regularized Multiway Canonical Correlation Analysis for SSVEP-Based BCI,"Yu Zhang, Guoxu Zhou, Jing Jin, Minjue Wang, Xingyu Wang, A. Cichocki",IEEE transactions on neural systems and rehabilitation engineering,2013-10-08,238,10,181.644,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions L1-Regularized Multiway Canonical Correlation Analysis for SSVEP-Based BCI within SSVEP, P300, and ERP Spellers.",high citation signal (238); influential citation signal (10); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1109/TNSRE.2013.2279680,https://www.semanticscholar.org/paper/5ebf38825fd8b9151f1d0bc74dd687786506c0e1,,10.1109/TNSRE.2013.2279680,,24122565,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",50,2019,Inter-subject transfer learning with an end-to-end deep convolutional neural network for EEG-based BCI,"Fatemeh Fahimi, Zhuo Zhang, Wooi-Boon Goh, Tih-Shih Lee, K. Ang, Cuntai Guan",Journal of Neural Engineering,2019-01-23,237,16,189.888,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",deep learning,Objective.,high citation signal (237); influential citation signal (16); recognized venue,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1088/1741-2552/aaf3f6,https://www.semanticscholar.org/paper/c51dd99c82cbdd3ecc0001bbd827a0171ad57fb9,https://dr.ntu.edu.sg/bitstream/10356/144956/2/Inter%20subject%20transfer%20learning%20with%20end%20to%20end%20deep%20convolutional%20neural%20network%20for%20EEG%20based%20BCI.pdf,10.1088/1741-2552/aaf3f6,,30524056,Computer Science; Medicine; Physics
"SSVEP, P300, and ERP Spellers",51,2015,A Dynamically Optimized SSVEP Brain–Computer Interface (BCI) Speller,"E. Yin, Zongtan Zhou, Jun Jiang, Yang Yu, D. Hu",IEEE Transactions on Biomedical Engineering,2015-06-01,233,9,179.464,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,"Positions A Dynamically Optimized SSVEP Brain–Computer Interface (BCI) Speller within SSVEP, P300, and ERP Spellers.",high citation signal (233); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1109/TBME.2014.2320948,https://www.semanticscholar.org/paper/2ccb9c2955ab9fbc42b8c14516098efe1d9e71aa,,10.1109/TBME.2014.2320948,,24801483,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",52,2007,Fully Online Multicommand Brain-Computer Interface with Visual Neurofeedback Using SSVEP Paradigm,"Pablo Martinez, H. Bakardjian, A. Cichocki",Computational Intelligence and Neuroscience,2007-07-30,230,9,180.68,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",closed-loop,We propose a new multistage procedure for a real-time brain-machine/computer interface (BCI).,high citation signal (230); recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1155/2007/94561,https://www.semanticscholar.org/paper/1bcdbe8b48ec5ffaebc894a6a446f3a12aadc77c,https://downloads.hindawi.com/journals/cin/2007/094561.pdf,10.1155/2007/94561,,18354725,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",53,2011,SSVEP-based Bremen–BCI interface—boosting information transfer rates,Ivan Volosyak,Journal of Neural Engineering,2011-06-01,228,18,190.542,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions SSVEP-based Bremen–BCI interface—boosting information transfer rates within SSVEP, P300, and ERP Spellers.",high citation signal (228); influential citation signal (18); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1088/1741-2560/8/3/036020,https://www.semanticscholar.org/paper/3ba6d97363576e36786407331581782f31e4c76a,,10.1088/1741-2560/8/3/036020,,21555847,Computer Science; Engineering; Medicine; Physics
"SSVEP, P300, and ERP Spellers",54,2013,A novel hybrid BCI speller based on the incorporation of SSVEP into the P300 paradigm,"E. Yin, Zongtan Zhou, Jun Jiang, Fanglin Chen, Yadong Liu, D. Hu",Journal of Neural Engineering,2013-02-21,226,14,189.594,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,"Positions A novel hybrid BCI speller based on the incorporation of SSVEP into the P300 paradigm within SSVEP, P300, and ERP Spellers.",high citation signal (226); influential citation signal (14); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1088/1741-2560/10/2/026012,https://www.semanticscholar.org/paper/8e587318ca2e70aeddba5d678ab4e5d721ab903b,,10.1088/1741-2560/10/2/026012,,23429035,Computer Science; Medicine; Physics
"SSVEP, P300, and ERP Spellers",55,2014,Multivariate synchronization index for frequency recognition of SSVEP-based brain-computer interface.,"Yangsong Zhang, Peng Xu, Kaiwen Cheng, D. Yao",Journal of Neuroscience Methods,2014-01-15,225,19,191.175,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Multivariate synchronization index for frequency recognition of SSVEP-based brain-computer interface. within SSVEP, P300, and ERP Spellers.",high citation signal (225); influential citation signal (19); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.jneumeth.2013.07.018,https://www.semanticscholar.org/paper/6828b1582a7510c0b3fd6c269cf6e71316fa2b76,,10.1016/j.jneumeth.2013.07.018,,23928153,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",56,2003,User adaptive BCIs: SSVEP and P300 based interfaces,"F. Beverina, G. Palmas, S. Silvoni, F. Piccione, S. Giove",PsychNology Journal,,220,19,180.683,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",closed-loop,"Positions User adaptive BCIs: SSVEP and P300 based interfaces within SSVEP, P300, and ERP Spellers.",high citation signal (220); influential citation signal (19),abstract unavailable in metadata; PDF link not available from metadata,https://www.semanticscholar.org/paper/cae580e2d9c3da1be0c5c0827848ed7573fa4d00,https://www.semanticscholar.org/paper/cae580e2d9c3da1be0c5c0827848ed7573fa4d00,,,,,Computer Science; Engineering
"SSVEP, P300, and ERP Spellers",57,2008,An Adaptive P300-Based Online Brain–Computer Interface,"Alexander Lenhardt, M. Kaper, H. Ritter",IEEE transactions on neural systems and rehabilitation engineering,2008-04-03,215,23,189.961,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",closed-loop,"Positions An Adaptive P300-Based Online Brain–Computer Interface within SSVEP, P300, and ERP Spellers.",high citation signal (215); influential citation signal (23); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1109/TNSRE.2007.912816,https://www.semanticscholar.org/paper/5bab91e0c9950a79d71267eb30653cd8f21aac1a,,10.1109/TNSRE.2007.912816,,18403280,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",58,2009,Visual modifications on the P300 speller BCI paradigm,"M. Salvaris, F. Sepulveda",Journal of Neural Engineering,2009-07-15,215,13,183.759,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",communication,"Positions Visual modifications on the P300 speller BCI paradigm within SSVEP, P300, and ERP Spellers.",high citation signal (215); influential citation signal (13); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1088/1741-2560/6/4/046011,https://www.semanticscholar.org/paper/11b756a044932455f897583221d567266dcf7731,,10.1088/1741-2560/6/4/046011,,19602731,Computer Science; Medicine; Physics
"SSVEP, P300, and ERP Spellers",59,2011,Asynchronous BCI control using high-frequency SSVEP,"Pablo F. Diez, V. Mut, E. M. Avila Perona, Eric Laciar Leber",Journal of NeuroEngineering and Rehabilitation,2011-07-14,213,9,168.998,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"BackgroundSteady-State Visual Evoked Potential (SSVEP) is a visual cortical response evoked by repetitive stimuli with a light source flickering at frequencies above 4 Hz and could be classified into three ranges: low (up to 12 Hz), medium (12-30) and high frequency (> 30 Hz).",high citation signal (213); open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1186/1743-0003-8-39,https://www.semanticscholar.org/paper/65012f57c4c66eb7a0cb8206322084654a334b4f,https://jneuroengrehab.biomedcentral.com/counter/pdf/10.1186/1743-0003-8-39,10.1186/1743-0003-8-39,,21756342,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",60,2011,"Optimizing the P300-based brain–computer interface: current status, limitations and future directions","J. Mak, Y. Arbel, J. W. Minett, L. McCane, B. Yuksel, D. Ryan, et al.",Journal of Neural Engineering,2011-04-01,210,6,167.267,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Optimizing the P300-based brain–computer interface: current status, limitations and future directions within SSVEP, P300, and ERP Spellers.",high citation signal (210); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1088/1741-2560/8/2/025003,https://www.semanticscholar.org/paper/98dff85efbd716850e3aa4e31b25cb447d7b7715,,10.1088/1741-2560/8/2/025003,,21436525,Computer Science; Engineering; Medicine; Physics
"SSVEP, P300, and ERP Spellers",61,2011,Frequency and Phase Mixed Coding in SSVEP-Based Brain--Computer Interface,"Chuan Jia, Xiaorong Gao, Bo Hong, Shangkai Gao",IEEE Transactions on Biomedical Engineering,,207,14,180.671,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Frequency and Phase Mixed Coding in SSVEP-Based Brain--Computer Interface within SSVEP, P300, and ERP Spellers.",high citation signal (207); influential citation signal (14); recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1109/TBME.2010.2068571,https://www.semanticscholar.org/paper/2c91b7a8a5d6cdbe1080d1bfe55318c6e1dcfff9,,10.1109/TBME.2010.2068571,,20729160,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",62,2010,Brain Painting: First Evaluation of a New Brain–Computer Interface Application with ALS-Patients and Healthy Volunteers,"Jana Münßinger, Sebastian Halder, S. Kleih, A. Furdea, Valerio Raco, Adi Hösle, et al.",Frontiers in Neuroscience,2010-11-22,207,6,166.452,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Brain–computer interfaces (BCIs) enable paralyzed patients to communicate; however, up to date, no creative expression was possible.",high citation signal (207); recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnins.2010.00182,https://www.semanticscholar.org/paper/c56b49d498a71ae471b8e5be48cace3bfbecb3ab,https://www.frontiersin.org/articles/10.3389/fnins.2010.00182/pdf,10.3389/fnins.2010.00182,,21151375,Medicine; Psychology
"SSVEP, P300, and ERP Spellers",63,2014,Towards a truly mobile auditory brain-computer interface: exploring the P300 to take away.,"M. de Vos, Katharina Gandras, S. Debener",International Journal of Psychophysiology,,206,10,168.482,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Towards a truly mobile auditory brain-computer interface: exploring the P300 to take away. within SSVEP, P300, and ERP Spellers.",high citation signal (206); influential citation signal (10),abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.ijpsycho.2013.08.010,https://www.semanticscholar.org/paper/4dfb425df1b7d4873b5a29c4cf7f7db9fa824133,,10.1016/j.ijpsycho.2013.08.010,,23994208,Medicine; Psychology
"SSVEP, P300, and ERP Spellers",64,2008,Stimulator selection in SSVEP-based BCI.,"Zhenghua Wu, Yongxiu Lai, Yang Xia, D. Wu, D. Yao",Medical Engineering and Physics,2008-10-01,205,9,166.66,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Stimulator selection in SSVEP-based BCI. within SSVEP, P300, and ERP Spellers.",high citation signal (205),abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.medengphy.2008.01.004,https://www.semanticscholar.org/paper/4d8193baf21d8607c4214a56ceccb1b24c2dc56b,,10.1016/j.medengphy.2008.01.004,,18316226,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",65,2010,Asynchronous P300 BCI: SSVEP-based control state detection,"R. Panicker, S. Puthusserypady, Ananda P. Pryana, Ying Sun",European Signal Processing Conference,2010-08-01,201,14,177.027,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",BCI method,"Positions Asynchronous P300 BCI: SSVEP-based control state detection within SSVEP, P300, and ERP Spellers.",high citation signal (201); influential citation signal (14),abstract unavailable in metadata; PDF link not available from metadata,https://www.semanticscholar.org/paper/33cea3dd723ea231e4dc76bf700dfdde2ceda1bc,https://www.semanticscholar.org/paper/33cea3dd723ea231e4dc76bf700dfdde2ceda1bc,,,,,Computer Science; Engineering
"SSVEP, P300, and ERP Spellers",66,2018,Deep learning based on Batch Normalization for P300 signal detection,"Mingfei Liu, Wei Wu, Z. Gu, Z. Yu, Feifei Qi, Yuanqing Li",Neurocomputing,2018-01-31,198,25,183.598,"Research is concentrating on high-speed, many-target communication systems with lower calibration burden and more stable target recognition. Training-free and adaptive spatial filtering, task-discriminant component analysis, and deep neural decoders are prominent directions for SSVEP/P300 reliability. Hybrid paradigms that combine SSVEP, P300, RSVP, EOG, or augmented/virtual reality interfaces are becoming a practical route to richer command sets.",deep learning,"Positions Deep learning based on Batch Normalization for P300 signal detection within SSVEP, P300, and ERP Spellers.",high citation signal (198); influential citation signal (25),abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.neucom.2017.08.039,https://www.semanticscholar.org/paper/adb6d972c48122388eedec036cee2200389ccd58,,10.1016/j.neucom.2017.08.039,,,Computer Science
