category,taxonomyRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,methodTags,keyIdea,strengths,limitations,paperLink,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy
"SSVEP, P300, and ERP Spellers",30,2022,Transfer learning of an ensemble of DNNs for SSVEP BCI spellers without user-specific training,"Osman Berke Guney, Huseyin Ozkan",Journal of Neural Engineering,2022-09-03,32,5,133.675,dataset/benchmark,Objective.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1088/1741-2552/acacca,https://www.semanticscholar.org/paper/13cb3631212d78d9519f11929fbffc1511225bb3,http://arxiv.org/pdf/2209.01511,10.1088/1741-2552/acacca,2209.01511,36535036,Computer Science; Engineering; Medicine; Physics
"SSVEP, P300, and ERP Spellers",31,2021,Classification of EEG Signals on VEP-Based BCI Systems With Broad Learning,"Zhongke Gao, Weidong Dang, Mingxu Liu, Wei Guo, Kai Ma, Guanrong Chen","IEEE Transactions on Systems, Man, and Cybernetics: Systems",2021-11-01,66,3,133.457,BCI method,Brain–computer interface (BCI) systems based on electroencephalography (EEG) signals have been extensively used in medical practice.,recognized venue,PDF link not available from metadata,https://doi.org/10.1109/tsmc.2020.2964684,https://www.semanticscholar.org/paper/4c9749de623a57e6cc5058a6b12104f81c4fd76e,,10.1109/tsmc.2020.2964684,,,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",32,2023,An Analysis of Deep Learning Models in SSVEP-Based BCI: A Survey,"Dongcen Xu, Fengzhen Tang, Yiping Li, Qifeng Zhang, Xisheng Feng",Brain Science,2023-03-01,45,2,133.005,review; deep learning,"The brain–computer interface (BCI), which provides a new way for humans to directly communicate with robots without the involvement of the peripheral nervous system, has recently attracted much attention.",recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/brainsci13030483,https://www.semanticscholar.org/paper/ce5e89416e3aad3ca82be7ab4bcf3c00d219cb60,https://www.mdpi.com/2076-3425/13/3/483/pdf?version=1678689175,10.3390/brainsci13030483,,36979293,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",33,2022,Stimulus-Stimulus Transfer Based on Time-Frequency-Joint Representation in SSVEP-Based BCIs,"Z. Wang, C. Wong, Agostinho C. Rosa, Tao Qian, T. Jung, Feng Wan",IEEE Transactions on Biomedical Engineering,2022-08-15,32,8,132.473,closed-loop,Objective: Brain-computer interfaces (BCIs) based on steady-state visual evoked potential (SSVEP) require extensive and costly calibration to achieve high performance.,recognized venue,PDF link not available from metadata,https://doi.org/10.1109/TBME.2022.3198639,https://www.semanticscholar.org/paper/41bdbc1ccdb071417653032ef5575ee1dc447903,,10.1109/TBME.2022.3198639,,35969565,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",34,2022,Improving user experience of SSVEP BCI through low amplitude depth and high frequency stimuli design,"S. Ladouce, L. Darmet, J. T. Torre tresols, S. Velut, G. Ferraro, F. Dehais",Scientific Reports,2022-05-25,60,5,132.191,BCI method,Steady-States Visually Evoked Potentials (SSVEP) refer to the sustained rhythmic activity observed in surface electroencephalography (EEG) in response to the presentation of repetitive visual stimuli (RVS).,open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1038/s41598-022-12733-0,https://www.semanticscholar.org/paper/71f51eb5cf828a00e770fa65728eb659ccb4815d,https://www.nature.com/articles/s41598-022-12733-0.pdf,10.1038/s41598-022-12733-0,,35614168,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",35,2023,Machine Learning Enabled P300 Classifier for Autism Spectrum Disorder Using Adaptive Signal Decomposition,"Santhosh Peketi, S. B. Dhok",Brain Science,2023-02-01,34,5,131.469,dataset/benchmark; closed-loop,Joint attention skills deficiency in Autism spectrum disorder (ASD) hinders individuals from communicating effectively.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/brainsci13020315,https://www.semanticscholar.org/paper/ead89d93b67c4239e6e5854afd79f014173ba251,https://www.mdpi.com/2076-3425/13/2/315/pdf?version=1676282252,10.3390/brainsci13020315,,36831857,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",36,2024,A Novel Data Augmentation Approach Using Mask Encoding for Deep Learning-Based Asynchronous SSVEP-BCI,"Wenlong Ding, Aiping Liu, Ling Guan, Xun Chen",IEEE transactions on neural systems and rehabilitation engineering,2024-02-19,32,3,130.376,dataset/benchmark; deep learning,Deep learning (DL)-based methods have been successfully employed as asynchronous classification algorithms in the steady-state visual evoked potential (SSVEP)-based brain-computer interface (BCI) system.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TNSRE.2024.3366930,https://www.semanticscholar.org/paper/eed45092768255f05d589f1f676cf32306106f3f,https://ieeexplore.ieee.org/ielx7/7333/10398877/10439237.pdf,10.1109/TNSRE.2024.3366930,,38373136,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",37,2021,Filter Bank-Driven Multivariate Synchronization Index for Training-Free SSVEP BCI,"Ke Qin, Raofen Wang, Yu Zhang",IEEE transactions on neural systems and rehabilitation engineering,2021-04-14,39,4,129.625,BCI method,"In recent years, multivariate synchronization index (MSI) algorithm, as a novel frequency detection method, has attracted increasing attentions in the study of brain-computer interfaces (BCIs) based on steady state visual evoked potential (SSVEP).",recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TNSRE.2021.3073165,https://www.semanticscholar.org/paper/5240d79e8400b93700252fa9679c2caef5f334d8,https://ieeexplore.ieee.org/ielx7/7333/9363468/09404205.pdf,10.1109/TNSRE.2021.3073165,,33852389,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",38,2021,Similarity-constrained task-related component analysis for enhancing SSVEP detection,"Qiang Sun, Minyou Chen, Li Zhang, Changsheng Li, Wenfa Kang",Journal of Neural Engineering,2021-05-04,45,4,129.2,BCI method,Objective.,recognized venue,PDF link not available from metadata,https://doi.org/10.1088/1741-2552/abfdfa,https://www.semanticscholar.org/paper/57c53e07e1b0901dd6b9b270e25a6cb33543229d,,10.1088/1741-2552/abfdfa,,33946051,Computer Science; Medicine; Physics
"SSVEP, P300, and ERP Spellers",39,2021,EEGNet With Ensemble Learning to Improve the Cross-Session Classification of SSVEP Based BCI From Ear-EEG,"Yuanlu Zhu, Ying Li, Jinling Lu, Pengcheng Li",IEEE Access,,47,3,128.62,dataset/benchmark; deep learning,Ear-electroencephalography (ear-EEG) using electrodes placed above hairless areas around ears is a convenient and comfortable method for signal recording in practical applications of steady-state visual evoked potential (SSVEP) based brain-computer interface (BCI).,open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/ACCESS.2021.3052656,https://www.semanticscholar.org/paper/af19ef2b4a56efbd7f21f3ca019027692c52bb6a,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09328251.pdf,10.1109/ACCESS.2021.3052656,,,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",40,2023,A Generalized Zero-Shot Learning Scheme for SSVEP-Based BCI System,"Xietian Wang, Aiping Liu, Le Wu, Chang Li, Yu Liu, Xun Chen",IEEE transactions on neural systems and rehabilitation engineering,2023-01-10,30,5,127.299,deep learning,The steady-state visual evoked potential (SSVEP) has been widely used in building multi-target brain-computer interfaces (BCIs) based on electroencephalogram (EEG).,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TNSRE.2023.3235804,https://www.semanticscholar.org/paper/ed50d3d895efc84f1934cb4de9f29648f246d524,https://ieeexplore.ieee.org/ielx7/7333/10031624/10013718.pdf,10.1109/TNSRE.2023.3235804,,37018635,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",41,2023,A high-speed hybrid brain-computer interface with more than 200 targets,"Jin Han, Minpeng Xu, Xiaolin Xiao, Weibo Yi, T. Jung, Dong Ming",Journal of Neural Engineering,2023-01-06,40,3,125.652,BCI method,Objective.,recognized venue,PDF link not available from metadata,https://doi.org/10.1088/1741-2552/acb105,https://www.semanticscholar.org/paper/32093121ce8d34272ae31851aa6cbfb98a320265,,10.1088/1741-2552/acb105,,36608342,Computer Science; Medicine; Physics
"SSVEP, P300, and ERP Spellers",42,2022,The effect of stimulus number on the recognition accuracy and information transfer rate of SSVEP–BCI in augmented reality,"Rui Zhang, Zongxin Xu, Lipeng Zhang, Lijun Cao, Yuxia Hu, Beihan Lu, et al.",Journal of Neural Engineering,2022-04-27,41,3,125.182,BCI method,Objective.,recognized venue,PDF link not available from metadata,https://doi.org/10.1088/1741-2552/ac6ae5,https://www.semanticscholar.org/paper/8861d7d5a3200ff07a71060eab7bf28248f8b662,,10.1088/1741-2552/ac6ae5,,35477130,Computer Science; Engineering; Medicine; Physics
"SSVEP, P300, and ERP Spellers",43,2024,Chisco: An EEG-based BCI dataset for decoding of imagined speech,"Zihan Zhang, Xiao Ding, Yu Bao, Yi Zhao, Xia Liang, Bing Qin, et al.",Scientific Data,2024-11-21,35,4,124.307,dataset/benchmark; deep learning; communication,"The rapid advancement of deep learning has enabled Brain-Computer Interfaces (BCIs) technology, particularly neural decoding techniques, to achieve higher accuracy and deeper levels of interpretation.",open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1038/s41597-024-04114-1,https://www.semanticscholar.org/paper/fc987f01effff8fa2c2768d2e1bcfd34d8cc32e0,https://doi.org/10.1038/s41597-024-04114-1,10.1038/s41597-024-04114-1,,39572577,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",44,2024,MOCNN: A Multiscale Deep Convolutional Neural Network for ERP-Based Brain-Computer Interfaces,"Jing Jin, Ruitian Xu, Ian Daly, Xueqing Zhao, Xingyu Wang, Andrzej Cichocki",IEEE Transactions on Cybernetics,2024-05-07,50,1,123.977,dataset/benchmark; deep learning,Event-related potentials (ERPs) reflect neurophysiological changes of the brain in response to external events and their associated underlying complex spatiotemporal feature information is governed by ongoing oscillatory activity within the brain.,recognized venue,PDF link not available from metadata,https://doi.org/10.1109/TCYB.2024.3390805,https://www.semanticscholar.org/paper/4425867be5c3ae870d266b4f58911f3d51beda59,,10.1109/TCYB.2024.3390805,,38713574,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",45,2021,P300 Brain–Computer Interface-Based Drone Control in Virtual and Augmented Reality,"Soram Kim, Seungyun Lee, Hyun-Deok Kang, S. Kim, M. Ahn",Italian National Conference on Sensors,2021-08-27,56,4,123.917,BCI method,"Since the emergence of head-mounted displays (HMDs), researchers have attempted to introduce virtual and augmented reality (VR, AR) in brain–computer interface (BCI) studies.",open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/s21175765,https://www.semanticscholar.org/paper/a199010bb3508f52d3127d20b596f1e268b293f4,https://www.mdpi.com/1424-8220/21/17/5765/pdf?version=1630369370,10.3390/s21175765,,34502655,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",46,2023,A hybrid P300-SSVEP brain-computer interface speller with a frequency enhanced row and column paradigm,"X. Bai, Minglun Li, Shouliang Qi, Anna Ching Mei Ng, Tit Ng, Wei Qian",Frontiers in Neuroscience,2023-03-15,29,3,122.78,communication,Objective This study proposes a new hybrid brain-computer interface (BCI) system to improve spelling accuracy and speed by stimulating P300 and steady-state visually evoked potential (SSVEP) in electroencephalography (EEG) signals.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnins.2023.1133933,https://www.semanticscholar.org/paper/f69f0e2faddfc635c612af66cffb66a082dd59c9,https://www.frontiersin.org/articles/10.3389/fnins.2023.1133933/pdf,10.3389/fnins.2023.1133933,,37008204,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",47,2022,Spatio-Spectral CCA (SS-CCA): A Novel Approach for Frequency Recognition in SSVEP-Based BCI.,"Mohammad Norizadeh Cherloo, H. Amiri, M. Daliri",Journal of Neuroscience Methods,2022-02-01,28,3,122.034,dataset/benchmark,BACKGROUND Steady-state visually evoked potentials (SSVEP) are one of the most important paradigms in the BCI Domain.,recognized venue,PDF link not available from metadata,https://doi.org/10.1016/j.jneumeth.2022.109499,https://www.semanticscholar.org/paper/43eb6e3cdc00de0b46c862dbb6d647406ff03b17,,10.1016/j.jneumeth.2022.109499,,35151668,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",48,2023,A high-performance SSVEP-based BCI using imperceptible flickers,"Gege Ming, Weihua Pei, Xiaorong Gao, Yijun Wang",Journal of Neural Engineering,2023-01-20,27,4,121.778,BCI method,Objective.,recognized venue,PDF link not available from metadata,https://doi.org/10.1088/1741-2552/acb50e,https://www.semanticscholar.org/paper/ab213924a147abed4da798035010432d6aa715a9,,10.1088/1741-2552/acb50e,,36669202,Computer Science; Engineering; Medicine; Physics
"SSVEP, P300, and ERP Spellers",49,2023,TRCA-Net: using TRCA filters to boost the SSVEP classification with convolutional neural network,"Yang Deng, Qingyu Sun, Ce Wang, Yijun Wang, S.Kevin Zhou",Journal of Neural Engineering,2023-07-03,34,2,121.493,dataset/benchmark; deep learning; communication,Objective.,recognized venue,PDF link not available from metadata,https://doi.org/10.1088/1741-2552/ace380,https://www.semanticscholar.org/paper/4e53171e8d8a9d24cb329804dffcb92eb41602a9,,10.1088/1741-2552/ace380,,37399806,Computer Science; Medicine; Physics
"SSVEP, P300, and ERP Spellers",50,2023,Optimizing Stimulus Frequency Ranges for Building a High-Rate High Frequency SSVEP-BCI,"Xiaogang Chen, Bingchuan Liu, Yijun Wang, H. Cui, Jianwei Dong, Ruijuan Ma, et al.",IEEE transactions on neural systems and rehabilitation engineering,2023-02-13,40,2,120.974,communication,The brain-computer interfaces (BCIs) based on steady-state visual evoked potential (SSVEP) have been extensively explored due to their advantages in terms of high communication speed and smaller calibration time.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TNSRE.2023.3243786,https://www.semanticscholar.org/paper/2e1cf28d54d4bc2fb1ecdcd4947cf51ecc8f8b6c,https://ieeexplore.ieee.org/ielx7/7333/10031624/10042460.pdf,10.1109/TNSRE.2023.3243786,,37022899,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",51,2021,An Open Dataset for Wearable SSVEP-Based Brain-Computer Interfaces,"Fangkun Zhu, Lu Jiang, Guoya Dong, Xiaorong Gao, Yijun Wang",Italian National Conference on Sensors,2021-02-01,48,2,119.895,dataset/benchmark; communication,Brain-computer interfaces (BCIs) provide humans a new communication channel by encoding and decoding brain activities.,open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/s21041256,https://www.semanticscholar.org/paper/08f43fe8b781901ee0cd344727e9f3f477643584,https://www.mdpi.com/1424-8220/21/4/1256/pdf?version=1612952275,10.3390/s21041256,,33578754,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",52,2022,A classification algorithm of an SSVEP brain-computer interface based on CCA fusion wavelet coefficients.,"Pengfei Ma, Chaoyi Dong, Ruijing Lin, Shuang Ma, Tingting Jia, Xiaoyan Chen, et al.",Journal of Neuroscience Methods,2022-02-01,30,2,119.823,dataset/benchmark,"BACKGROUND In the study of brain-computer interfaces (BCIs) based on steady-state visual evoked potentials (SSVEPs), how to improve the classification accuracies of BCIs has always been the focus of researchers.",recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1016/j.jneumeth.2022.109502,https://www.semanticscholar.org/paper/fca9de0979ec208158ef5dc509dcc71512f58b84,https://doi.org/10.1016/j.jneumeth.2022.109502,10.1016/j.jneumeth.2022.109502,,35151665,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",53,2021,"Mobile BCI dataset of scalp- and ear-EEGs with ERP and SSVEP paradigms while standing, walking, and running","Young-Eun Lee, Gi-Hwan Shin, Minji Lee, Seong-Whan Lee",Scientific Data,2021-12-01,30,4,119.018,dataset/benchmark,We present a mobile dataset obtained from electroencephalography (EEG) of the scalp and around the ear as well as from locomotion sensors by 24 participants moving at four different speeds while performing two brain-computer interface (BCI) tasks.,open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1038/s41597-021-01094-4,https://www.semanticscholar.org/paper/afe3dd5468d1cea70ca54841f265f7457a239bb7,https://www.nature.com/articles/s41597-021-01094-4.pdf,10.1038/s41597-021-01094-4,2112.04176,34930915,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",54,2022,Cross-subject spatial filter transfer method for SSVEP-EEG feature recognition,"Wenqiang Yan, Yongcheng Wu, Chenghang Du, Guanghua Xu",Journal of Neural Engineering,2022-04-28,36,3,118.893,BCI method,"Positions Cross-subject spatial filter transfer method for SSVEP-EEG feature recognition within SSVEP, P300, and ERP Spellers.",recognized venue,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1088/1741-2552/ac6b57,https://www.semanticscholar.org/paper/0751c851930b22c4e6ace2df2f62f9b60c91b8a6,,10.1088/1741-2552/ac6b57,,35483331,Computer Science; Engineering; Medicine; Physics
"SSVEP, P300, and ERP Spellers",55,2023,BCI Control of a Robotic Arm Based on SSVEP With Moving Stimuli for Reach and Grasp Tasks,"Jikun Ai, Jianjun Meng, Ximing Mai, Xiangyang Zhu",IEEE journal of biomedical and health informatics,2023-05-18,45,3,118.683,BCI method,Brain-computer interface (BCI) provides a novel technology for patients and healthy human subjects to control a robotic arm.,selected from the top-scored BCI candidate pool,PDF link not available from metadata,https://doi.org/10.1109/JBHI.2023.3277612,https://www.semanticscholar.org/paper/b665721e0632f4f6bd933ff6ce37a2922f904382,,10.1109/JBHI.2023.3277612,,37200132,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",56,2023,A new grid stimulus with subtle flicker perception for user-friendly SSVEP-based BCIs,"Gege Ming, Hui Zhong, Weihua Pei, Xiaorong Gao, Yijun Wang",Journal of Neural Engineering,2023-02-24,31,3,117.199,communication,Objective.,recognized venue,PDF link not available from metadata,https://doi.org/10.1088/1741-2552/acbee0,https://www.semanticscholar.org/paper/bf5cfd7b43a0057e32c6e1f1713d4bc823418bd9,,10.1088/1741-2552/acbee0,,36827704,Computer Science; Engineering; Medicine; Physics
"SSVEP, P300, and ERP Spellers",57,2022,"Thinking out loud, an open-access EEG-based BCI dataset for inner speech recognition","Nicolás Nieto, V. Peterson, H. Rufiner, J. Kamienkowski, Rubén D. Spies",Scientific Data,2022-02-14,68,1,116.627,dataset/benchmark; communication,Surface electroencephalography is a standard and noninvasive way to measure electrical brain activity.,open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1038/s41597-022-01147-2,https://www.semanticscholar.org/paper/636c0614b0eb40056d121d58b007570cf72e79e0,https://www.nature.com/articles/s41597-022-01147-2.pdf,10.1038/s41597-022-01147-2,,35165308,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",58,2023,Study on Robot Grasping System of SSVEP-BCI Based on Augmented Reality Stimulus,"Shangen Zhang, Yuanfang Chen, Lijian Zhang, Xiaorong Gao, Xiaogang Chen",Tsinghua Science and Technology,,35,2,116.612,BCI method,"Positions Study on Robot Grasping System of SSVEP-BCI Based on Augmented Reality Stimulus within SSVEP, P300, and ERP Spellers.",recognized venue; open-access PDF metadata,abstract unavailable in metadata,https://doi.org/10.26599/tst.2021.9010085,https://www.semanticscholar.org/paper/966a39e6a29ac43dfe3f27a4aca6ddbfdb924f96,https://ieeexplore.ieee.org/ielx7/5971803/9906039/09906042.pdf,10.26599/tst.2021.9010085,,,Computer Science; Engineering
"SSVEP, P300, and ERP Spellers",59,2022,Advances in P300 brain–computer interface spellers: toward paradigm design and performance evaluation,"Jiahui Pan, Xuening Chen, Nianming Ban, Jiashao He, Jiayi Chen, Haiyun Huang",Frontiers in Human Neuroscience,2022-12-21,36,1,116.417,review; communication,A brain-computer interface (BCI) is a non-muscular communication technology that provides an information exchange channel for our brains and external devices.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnhum.2022.1077717,https://www.semanticscholar.org/paper/47076103b1bacb85d5f0e28beea9fa5139d43814,https://www.frontiersin.org/articles/10.3389/fnhum.2022.1077717/pdf,10.3389/fnhum.2022.1077717,,36618996,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",60,2022,Clinical Validation of BCI-Controlled Wheelchairs in Subjects With Severe Spinal Cord Injury,"Xin Chen, Yang Yu, Jingsheng Tang, Liang Zhou, Kai-Pei Liu, Ziyuan Liu, et al.",IEEE transactions on neural systems and rehabilitation engineering,2022-03-08,30,2,116.323,clinical/rehab,Brain-controlled wheelchairs are one of the most promising applications that can help people gain mobility after their normal interaction pathways have been compromised by neuromuscular diseases.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TNSRE.2022.3156661,https://www.semanticscholar.org/paper/53d161852ed11a17a308fbe5b060819fa86294d8,https://ieeexplore.ieee.org/ielx7/7333/9695946/09730931.pdf,10.1109/TNSRE.2022.3156661,,35259107,Engineering; Medicine
"SSVEP, P300, and ERP Spellers",61,2022,A Pre-Gelled EEG Electrode and Its Application in SSVEP-Based BCI,"Weihua Pei, Xiaoting Wu, Xiang Zhang, Ai-yun Zha, Sen Tian, Yijun Wang, et al.",IEEE transactions on neural systems and rehabilitation engineering,2022-03-24,31,2,115.521,closed-loop,Electroencephalogram (EEG) electrodes are critical devices for brain-computer interface and neurofeedback.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1109/TNSRE.2022.3161989,https://www.semanticscholar.org/paper/05b62c26e0ff422e44b605b99a55d743d1f74fbc,https://ieeexplore.ieee.org/ielx7/7333/9695946/09740692.pdf,10.1109/TNSRE.2022.3161989,,35324444,Engineering; Medicine
"SSVEP, P300, and ERP Spellers",62,2022,A Support Vector Neural Network for P300 EEG Signal Classification,"Zhijun Zhang, Guangqiang Chen, Siyuan Chen",IEEE Transactions on Artificial Intelligence,2022-04-01,21,3,113.956,dataset/benchmark; communication,"Brain–computer interface (BCI) P300 speller can help severely disabled patients communicate and control with external machines or robots, so that the classification methods of P300 electroencephalogram (EEG) signal play an important role in the development of BCI system and technology.",recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1109/tai.2021.3105493,https://www.semanticscholar.org/paper/a350ab75e052a4f054836f87cf3510a608e30046,,10.1109/tai.2021.3105493,,,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",63,2022,FB-EEGNet: a fusion neural network across multi-stimulus for SSVEP target detection.,"Huiming Yao, Ke Liu, Xin Deng, Xianlun Tang, Hong Yu",Journal of Neuroscience Methods,2022-07-01,35,1,113.814,dataset/benchmark,BACKGROUND Steady-state visual evoked potential (SSVEP) is a prevalent paradigm of brain-computer interface (BCI).,recognized venue,PDF link not available from metadata,https://doi.org/10.1016/j.jneumeth.2022.109674,https://www.semanticscholar.org/paper/9e8ab85502d146acb691a1ba8840920a9a0e16f0,,10.1016/j.jneumeth.2022.109674,,35842015,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",64,2023,Fatigue factors and fatigue indices in SSVEP-based brain-computer interfaces: a systematic review and meta-analysis,"Maedeh Azadi Moghadam, Ali Maleki",Frontiers in Human Neuroscience,2023-11-16,47,0,111.666,review,Background Fatigue is a serious challenge when applying a steady-state visual evoked potential (SSVEP)-based brain-computer interfaces (BCIs) in the real world.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3389/fnhum.2023.1248474,https://www.semanticscholar.org/paper/7d66a03ac1acd641f8252c67801174b46e8184f2,https://www.frontiersin.org/articles/10.3389/fnhum.2023.1248474/pdf?isPublishedV2=False,10.3389/fnhum.2023.1248474,,38053651,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",65,2023,A portable SSVEP-BCI system for rehabilitation exoskeleton in augmented reality environment,"Fei Wang, Yongzhao Wen, Jinying Bi, Hao Li, Jintao Sun",Biomedical Signal Processing and Control,2023-05-01,35,2,111.612,clinical/rehab,"Positions A portable SSVEP-BCI system for rehabilitation exoskeleton in augmented reality environment within SSVEP, P300, and ERP Spellers.",selected from the top-scored BCI candidate pool,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.bspc.2023.104664,https://www.semanticscholar.org/paper/cb9a118e1786a3fd3ee618f34b71319fb4a740cc,,10.1016/j.bspc.2023.104664,,,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",66,2023,k-Fold Cross-Validation Can Significantly Over-Estimate True Classification Accuracy in Common EEG-Based Passive BCI Experimental Designs: An Empirical Investigation,"Jacob K. White, S. Power",Italian National Conference on Sensors,2023-07-01,49,2,110.34,BCI method,"In passive BCI studies, a common approach is to collect data from mental states of interest during relatively long trials and divide these trials into shorter “epochs” to serve as individual samples in classification.",open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.3390/s23136077,https://www.semanticscholar.org/paper/fc77e0d228bed2ea5ea5f8517151821ddf90889d,https://www.mdpi.com/1424-8220/23/13/6077/pdf?version=1688198523,10.3390/s23136077,,37447926,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",67,2023,A Systematic Review of Using Deep Learning Technology in the Steady-State Visually Evoked Potential-Based Brain-Computer Interface Applications: Current Trends and Future Trust Methodology,"A. Albahri, Z. Al-qaysi, Laith Alzubaidi, A. Alnoor, O. Albahri, A. Alamoodi, et al.",International Journal of Telemedicine and Applications,2023-04-30,35,1,109.814,review; deep learning,The significance of deep learning techniques in relation to steady-state visually evoked potential- (SSVEP-) based brain-computer interface (BCI) applications is assessed through a systematic review.,open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1155/2023/7741735,https://www.semanticscholar.org/paper/2a2b5661fdb1aefd47961661fa27f60a2eed4e02,https://downloads.hindawi.com/journals/ijta/2023/7741735.pdf,10.1155/2023/7741735,,37168809,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",68,2024,Neuronal functional connectivity is impaired in a layer dependent manner near chronically implanted intracortical microelectrodes in C57BL6 wildtype mice,"Keying Chen, Adam M. Forrest, Guillermo Gonzalez Burgos, T. Kozai",Journal of Neural Engineering,2024-05-24,16,3,108.284,invasive; closed-loop,Objective.,recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1088/1741-2552/ad5049,https://www.semanticscholar.org/paper/5910bbf9701e2204c76c54346fa26817dae3b45f,https://iopscience.iop.org/article/10.1088/1741-2552/ad5049/pdf,10.1088/1741-2552/ad5049,,38788704,Engineering; Medicine; Physics
"SSVEP, P300, and ERP Spellers",69,2023,Dynamic decomposition graph convolutional neural network for SSVEP-based brain-computer interface,"Shubin Zhang, Dong An, Jincun Liu, Jiannan Chen, Yaoguang Wei, Fuchun Sun",Neural Networks,2023-12-01,23,1,106.894,dataset/benchmark; closed-loop,The SSVEP-based paradigm serves as a prevalent approach in the realm of brain-computer interface (BCI).,recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1016/j.neunet.2023.12.029,https://www.semanticscholar.org/paper/a3384af433cb84d2c8418ce237172fa13cb5a087,,10.1016/j.neunet.2023.12.029,,38278092,Computer Science; Medicine
